catname,cID,mID,field,required
Apparel > Backpacks & Bags,110616,18785,Size,1
Apparel > Backpacks & Bags,110616,23041,Age Group,1
Apparel > Backpacks & Bags,110616,22281,Color,0
Apparel > Backpacks & Bags,110616,18787,Gender,0
Apparel > Backpacks & Bags,110616,24435,Sport,1
Apparel > Backpacks & Bags,110616,24834,Team Issued,0
Apparel > Backpacks & Bags,110616,23961,Bag Type,0
Apparel > Backpacks & Bags,110616,24863,Bag Use,0
Apparel > Backpacks & Bags,110616,24078,Capacity (Liters),0
Apparel > Base Layers & Compression,110220,18785,Size,1
Apparel > Base Layers & Compression,110220,23041,Age Group,1
Apparel > Base Layers & Compression,110220,22281,Color,0
Apparel > Base Layers & Compression,110220,18787,Gender,0
Apparel > Base Layers & Compression,110220,24435,Sport,1
Apparel > Base Layers & Compression,110220,24834,Team Issued,0
Apparel > Base Layers & Compression,110220,24817,Compression Type,0
Apparel > Base Layers & Compression,110220,24853,Compression Use,0
Apparel > Hats,110224,18785,Size,1
Apparel > Hats,110224,22281,Color,0
Apparel > Hats,110224,24435,Sport,1
Apparel > Hats,110224,23041,Age Group,1
Apparel > Hats,110224,18787,Gender,0
Apparel > Hats,110224,24837,Clothing Style,0
Apparel > Hats,110224,24826,Hat Type,0
Apparel > Hats,110224,24834,Team Issued,0
Apparel > Jackets & Coats,110225,18785,Size,1
Apparel > Jackets & Coats,110225,23041,Age Group,1
Apparel > Jackets & Coats,110225,22281,Color,0
Apparel > Jackets & Coats,110225,18787,Gender,0
Apparel > Jackets & Coats,110225,24435,Sport,1
Apparel > Jackets & Coats,110225,24834,Team Issued,0
Apparel > Jackets & Coats,110225,24837,Clothing Style,0
Apparel > Jackets & Coats,110225,24844,Hooded,0
Apparel > Jackets & Coats,110225,24859,Liner,0
Apparel > Jackets & Coats,110225,24821,Jacket Type,0
Apparel > Jerseys,110219,18785,Size,1
Apparel > Jerseys,110219,23041,Age Group,1
Apparel > Jerseys,110219,22281,Color,0
Apparel > Jerseys,110219,18787,Gender,0
Apparel > Jerseys,110219,24435,Sport,1
Apparel > Jerseys,110219,24834,Team Issued,0
Apparel > Jerseys,110219,24837,Clothing Style,0
Apparel > Jerseys,110219,24115,Jersey Type,0
Apparel > Other,110230,18785,Size,1
Apparel > Other,110230,23041,Age Group,1
Apparel > Other,110230,22281,Color,0
Apparel > Other,110230,18787,Gender,0
Apparel > Other,110230,24435,Sport,1
Apparel > Other,110230,24834,Team Issued,0
Apparel > Other,110230,24837,Clothing Style,0
Apparel > Pants,110221,18785,Size,1
Apparel > Pants,110221,23041,Age Group,1
Apparel > Pants,110221,22281,Color,0
Apparel > Pants,110221,18787,Gender,0
Apparel > Pants,110221,24435,Sport,1
Apparel > Pants,110221,24834,Team Issued,0
Apparel > Pants,110221,24837,Clothing Style,0
Apparel > Pants,110221,24803,Pant Type,0
Apparel > Shirts,110223,18785,Size,1
Apparel > Shirts,110223,23041,Age Group,1
Apparel > Shirts,110223,22281,Color,0
Apparel > Shirts,110223,18787,Gender,0
Apparel > Shirts,110223,24435,Sport,1
Apparel > Shirts,110223,24834,Team Issued,0
Apparel > Shirts,110223,24837,Clothing Style,0
Apparel > Shirts,110223,24132,Shirt Type,0
Apparel > Shirts,110223,24869,Sleeve Length,0
Apparel > Shorts,110222,18785,Size,1
Apparel > Shorts,110222,23041,Age Group,1
Apparel > Shorts,110222,22281,Color,0
Apparel > Shorts,110222,18787,Gender,0
Apparel > Shorts,110222,24435,Sport,1
Apparel > Shorts,110222,24834,Team Issued,0
Apparel > Shorts,110222,24837,Clothing Style,0
Apparel > Shorts,110222,24799,Short Type,0
Apparel > Shorts,110222,24873,Length,0
Apparel > Socks,110228,18785,Size,1
Apparel > Socks,110228,23041,Age Group,1
Apparel > Socks,110228,22281,Color,0
Apparel > Socks,110228,18787,Gender,0
Apparel > Socks,110228,24435,Sport,1
Apparel > Socks,110228,24848,Number of Pairs,0
Apparel > Socks,110228,24873,Length,0
Apparel > Sunglasses,110229,22281,Color,0
Apparel > Sunglasses,110229,18787,Gender,0
Apparel > Sunglasses,110229,24435,Sport,1
Apparel > Sunglasses,110229,18785,Size,1
Apparel > Sunglasses,110229,23041,Age Group,1
Apparel > Sunglasses,110229,24841,Lens Type,0
Apparel > Sweatshirts & Hoodies,110227,18785,Size,1
Apparel > Sweatshirts & Hoodies,110227,23041,Age Group,1
Apparel > Sweatshirts & Hoodies,110227,22281,Color,0
Apparel > Sweatshirts & Hoodies,110227,18787,Gender,0
Apparel > Sweatshirts & Hoodies,110227,24435,Sport,1
Apparel > Sweatshirts & Hoodies,110227,24834,Team Issued,0
Apparel > Sweatshirts & Hoodies,110227,24837,Clothing Style,0
Apparel > Sweatshirts & Hoodies,110227,24811,Type,0
Apparel > Sweatshirts & Hoodies,110227,24844,Hooded,0
Apparel > Swimsuits,110615,18785,Size,1
Apparel > Swimsuits,110615,23041,Age Group,1
Apparel > Swimsuits,110615,22281,Color,0
Apparel > Swimsuits,110615,18787,Gender,0
Apparel > Vests,110240,18785,Size,1
Apparel > Vests,110240,23041,Age Group,1
Apparel > Vests,110240,22281,Color,0
Apparel > Vests,110240,18787,Gender,0
Apparel > Vests,110240,24435,Sport,1
Apparel > Vests,110240,24834,Team Issued,0
Apparel > Vests,110240,24837,Clothing Style,0
Apparel > Vests,110240,24811,Type,0
Apparel > Winter Gloves,110226,18785,Size,1
Apparel > Winter Gloves,110226,23041,Age Group,1
Apparel > Winter Gloves,110226,22281,Color,0
Apparel > Winter Gloves,110226,18787,Gender,0
Apparel > Winter Gloves,110226,24435,Sport,1
Baseball > Accessories & Other > Sunglasses,110064,18785,Size,1
Baseball > Accessories & Other > Sunglasses,110064,18787,Gender,0
Baseball > Accessories & Other > Sunglasses,110064,23041,Age Group,1
Baseball > Accessories & Other > Sunglasses,110064,22281,Color,0
Baseball > Accessories & Other > Sunglasses,110064,24841,Lens Type,0
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,18787,Gender,0
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,18785,Size,1
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,23041,Age Group,1
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,22281,Color,0
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,24834,Team Issued,0
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,24817,Compression Type,0
Baseball > Apparel & Jerseys > Compression & Base Layers,110366,24853,Compression Use,0
Baseball > Apparel & Jerseys > Hats,110056,18785,Size,1
Baseball > Apparel & Jerseys > Hats,110056,22281,Color,0
Baseball > Apparel & Jerseys > Hats,110056,23041,Age Group,1
Baseball > Apparel & Jerseys > Hats,110056,18787,Gender,0
Baseball > Apparel & Jerseys > Hats,110056,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Hats,110056,24826,Hat Type,0
Baseball > Apparel & Jerseys > Hats,110056,24834,Team Issued,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,18787,Gender,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,18785,Size,1
Baseball > Apparel & Jerseys > Jackets & Coats,110363,22281,Color,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,23041,Age Group,1
Baseball > Apparel & Jerseys > Jackets & Coats,110363,24834,Team Issued,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,24844,Hooded,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,24859,Liner,0
Baseball > Apparel & Jerseys > Jackets & Coats,110363,24821,Jacket Type,0
Baseball > Apparel & Jerseys > Jerseys,110180,18787,Gender,0
Baseball > Apparel & Jerseys > Jerseys,110180,18785,Size,1
Baseball > Apparel & Jerseys > Jerseys,110180,23041,Age Group,1
Baseball > Apparel & Jerseys > Jerseys,110180,22281,Color,0
Baseball > Apparel & Jerseys > Jerseys,110180,24834,Team Issued,0
Baseball > Apparel & Jerseys > Jerseys,110180,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Jerseys,110180,24115,Jersey Type,0
Baseball > Apparel & Jerseys > Other,110386,18787,Gender,0
Baseball > Apparel & Jerseys > Other,110386,18785,Size,1
Baseball > Apparel & Jerseys > Other,110386,23041,Age Group,1
Baseball > Apparel & Jerseys > Other,110386,22281,Color,0
Baseball > Apparel & Jerseys > Other,110386,24834,Team Issued,0
Baseball > Apparel & Jerseys > Other,110386,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Pants,110369,18787,Gender,0
Baseball > Apparel & Jerseys > Pants,110369,18785,Size,1
Baseball > Apparel & Jerseys > Pants,110369,23041,Age Group,1
Baseball > Apparel & Jerseys > Pants,110369,22281,Color,0
Baseball > Apparel & Jerseys > Pants,110369,24834,Team Issued,0
Baseball > Apparel & Jerseys > Pants,110369,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Pants,110369,24803,Pant Type,0
Baseball > Apparel & Jerseys > Shirts,110367,18787,Gender,0
Baseball > Apparel & Jerseys > Shirts,110367,18785,Size,1
Baseball > Apparel & Jerseys > Shirts,110367,23041,Age Group,1
Baseball > Apparel & Jerseys > Shirts,110367,22281,Color,0
Baseball > Apparel & Jerseys > Shirts,110367,24834,Team Issued,0
Baseball > Apparel & Jerseys > Shirts,110367,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Shirts,110367,24132,Shirt Type,0
Baseball > Apparel & Jerseys > Shirts,110367,24869,Sleeve Length,0
Baseball > Apparel & Jerseys > Shorts,110368,18787,Gender,0
Baseball > Apparel & Jerseys > Shorts,110368,18785,Size,1
Baseball > Apparel & Jerseys > Shorts,110368,23041,Age Group,1
Baseball > Apparel & Jerseys > Shorts,110368,22281,Color,0
Baseball > Apparel & Jerseys > Shorts,110368,24834,Team Issued,0
Baseball > Apparel & Jerseys > Shorts,110368,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Shorts,110368,24799,Short Type,0
Baseball > Apparel & Jerseys > Shorts,110368,24873,Length,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,18787,Gender,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,18785,Size,1
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,23041,Age Group,1
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,22281,Color,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,24834,Team Issued,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,24837,Clothing Style,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,24811,Type,0
Baseball > Apparel & Jerseys > Sweatshirts & Hoodies,110364,24844,Hooded,0
Baseball > Bags & Batpacks,110061,22281,Color,0
Baseball > Bags & Batpacks,110061,23961,Bag Type,0
Baseball > Baseballs,110177,24679,Number of Balls,0
Baseball > Bats,110053,23041,Age Group,0
Baseball > Bats,110053,23337,Bat Certification,0
Baseball > Bats,110053,18789,Length,1
Baseball > Bats,110053,18795,Barrel,0
Baseball > Bats,110053,23034,Bat Material,0
Baseball > Bats,110053,18790,Drop,0
Baseball > Bats,110053,24203,Weight,0
Baseball > Bats,110053,23258,Year,0
"Baseball > Batter's Protection > Batter's Leg, Arm & Wrist Guards",110370,18785,Size,0
"Baseball > Batter's Protection > Batter's Leg, Arm & Wrist Guards",110370,24530,Type,1
Baseball > Batter's Protection > Batting Helmets,110057,22281,Color,0
Baseball > Batter's Protection > Batting Helmets,110057,18785,Size,1
Baseball > Batting Gloves,110063,18785,Size,1
Baseball > Batting Gloves,110063,22281,Color,0
Baseball > Catcher's Equipment > Catcher's Chest Protectors,110059,23041,Age Group,0
Baseball > Catcher's Equipment > Catcher's Chest Protectors,110059,22281,Color,0
Baseball > Catcher's Equipment > Catcher's Chest Protectors,110059,24015,Size,0
Baseball > Catcher's Equipment > Catcher's Gloves,110385,23041,Age Group,0
Baseball > Catcher's Equipment > Catcher's Gloves,110385,23189,Size,1
Baseball > Catcher's Equipment > Catcher's Gloves,110385,23048,Throwing Hand,1
Baseball > Catcher's Equipment > Catcher's Headgear,110383,23041,Age Group,0
Baseball > Catcher's Equipment > Catcher's Leg Guards,110377,23041,Age Group,0
Baseball > Catcher's Equipment > Catcher's Leg Guards,110377,24015,Size,0
Baseball > Catcher's Equipment > Catcher's Leg Guards,110377,22281,Color,0
Baseball > Catcher's Equipment > Catcher's Sets,110384,23041,Age Group,0
Baseball > Footwear,110055,23041,Age Group,0
Baseball > Footwear,110055,23850,Type,0
Baseball > Footwear,110055,18785,Size,1
Baseball > Footwear,110055,22281,Color,0
Baseball > Footwear,110055,18787,Gender,0
Baseball > Footwear,110055,23864,Cleat Height,0
Baseball > Gloves & Mitts,110054,23041,Age Group,0
Baseball > Gloves & Mitts,110054,23048,Throwing Hand,1
Baseball > Gloves & Mitts,110054,23189,Size,1
Baseball > Gloves & Mitts,110054,22281,Color,0
Baseball > Gloves & Mitts,110054,18794,Position,0
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,18785,Size,1
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,22281,Color,0
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,18787,Gender,0
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,23041,Age Group,1
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,24834,Team Issued,0
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,24817,Compression Type,0
Basketball > Apparel & Jerseys > Compression & Base Layers,110500,24853,Compression Use,0
Basketball > Apparel & Jerseys > Hats,110100,18785,Size,1
Basketball > Apparel & Jerseys > Hats,110100,22281,Color,0
Basketball > Apparel & Jerseys > Hats,110100,18787,Gender,0
Basketball > Apparel & Jerseys > Hats,110100,23041,Age Group,1
Basketball > Apparel & Jerseys > Hats,110100,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Hats,110100,24826,Hat Type,0
Basketball > Apparel & Jerseys > Hats,110100,24834,Team Issued,0
Basketball > Apparel & Jerseys > Jerseys,110102,18785,Size,1
Basketball > Apparel & Jerseys > Jerseys,110102,22281,Color,0
Basketball > Apparel & Jerseys > Jerseys,110102,18787,Gender,0
Basketball > Apparel & Jerseys > Jerseys,110102,23041,Age Group,1
Basketball > Apparel & Jerseys > Jerseys,110102,24834,Team Issued,0
Basketball > Apparel & Jerseys > Jerseys,110102,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Jerseys,110102,24115,Jersey Type,0
Basketball > Apparel & Jerseys > Pants,110499,18785,Size,1
Basketball > Apparel & Jerseys > Pants,110499,22281,Color,0
Basketball > Apparel & Jerseys > Pants,110499,18787,Gender,0
Basketball > Apparel & Jerseys > Pants,110499,23041,Age Group,1
Basketball > Apparel & Jerseys > Pants,110499,24834,Team Issued,0
Basketball > Apparel & Jerseys > Pants,110499,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Pants,110499,24803,Pant Type,0
Basketball > Apparel & Jerseys > Shirts,110502,18785,Size,1
Basketball > Apparel & Jerseys > Shirts,110502,22281,Color,0
Basketball > Apparel & Jerseys > Shirts,110502,18787,Gender,0
Basketball > Apparel & Jerseys > Shirts,110502,23041,Age Group,1
Basketball > Apparel & Jerseys > Shirts,110502,24834,Team Issued,0
Basketball > Apparel & Jerseys > Shirts,110502,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Shirts,110502,24132,Shirt Type,0
Basketball > Apparel & Jerseys > Shirts,110502,24869,Sleeve Length,0
Basketball > Apparel & Jerseys > Shorts,110498,18785,Size,1
Basketball > Apparel & Jerseys > Shorts,110498,22281,Color,0
Basketball > Apparel & Jerseys > Shorts,110498,18787,Gender,0
Basketball > Apparel & Jerseys > Shorts,110498,23041,Age Group,1
Basketball > Apparel & Jerseys > Shorts,110498,24834,Team Issued,0
Basketball > Apparel & Jerseys > Shorts,110498,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Shorts,110498,24799,Short Type,0
Basketball > Apparel & Jerseys > Shorts,110498,24873,Length,0
Basketball > Apparel & Jerseys > Socks,110501,18785,Size,1
Basketball > Apparel & Jerseys > Socks,110501,22281,Color,0
Basketball > Apparel & Jerseys > Socks,110501,18787,Gender,0
Basketball > Apparel & Jerseys > Socks,110501,23041,Age Group,1
Basketball > Apparel & Jerseys > Socks,110501,24848,Number of Pairs,0
Basketball > Apparel & Jerseys > Socks,110501,24873,Length,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,18785,Size,1
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,22281,Color,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,18787,Gender,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,23041,Age Group,1
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,24834,Team Issued,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,24837,Clothing Style,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,24811,Type,0
Basketball > Apparel & Jerseys > Sweatshirts & Hoodies,110503,24844,Hooded,0
Basketball > Basketballs,110103,22281,Color,0
Basketball > Basketballs,110103,18787,Gender,0
Basketball > Shoes,110101,18785,Size,1
Basketball > Shoes,110101,22281,Color,0
Basketball > Shoes,110101,18787,Gender,0
"Basketball > Training, Accessories & Other > Other",110104,22281,Color,0
"Basketball > Training, Accessories & Other > Other",110104,18787,Gender,0
Bikes > Apparel > Jackets & Coats,110529,18785,Size,1
Bikes > Apparel > Jackets & Coats,110529,23041,Age Group,1
Bikes > Apparel > Jackets & Coats,110529,18787,Gender,0
Bikes > Apparel > Jackets & Coats,110529,22281,Color,0
Bikes > Apparel > Jackets & Coats,110529,24834,Team Issued,0
Bikes > Apparel > Jackets & Coats,110529,24837,Clothing Style,0
Bikes > Apparel > Jackets & Coats,110529,24844,Hooded,0
Bikes > Apparel > Jackets & Coats,110529,24859,Liner,0
Bikes > Apparel > Jackets & Coats,110529,24821,Jacket Type,0
Bikes > Apparel > Jerseys,110126,18785,Size,1
Bikes > Apparel > Jerseys,110126,18787,Gender,0
Bikes > Apparel > Jerseys,110126,23041,Age Group,1
Bikes > Apparel > Jerseys,110126,22281,Color,0
Bikes > Apparel > Jerseys,110126,24834,Team Issued,0
Bikes > Apparel > Jerseys,110126,24837,Clothing Style,0
Bikes > Apparel > Jerseys,110126,24115,Jersey Type,0
Bikes > Apparel > Other,110573,18785,Size,1
Bikes > Apparel > Other,110573,23041,Age Group,1
Bikes > Apparel > Other,110573,18787,Gender,0
Bikes > Apparel > Other,110573,22281,Color,0
Bikes > Apparel > Other,110573,24834,Team Issued,0
Bikes > Apparel > Other,110573,24837,Clothing Style,0
Bikes > Apparel > Pants,110536,18785,Size,1
Bikes > Apparel > Pants,110536,23041,Age Group,1
Bikes > Apparel > Pants,110536,18787,Gender,0
Bikes > Apparel > Pants,110536,22281,Color,0
Bikes > Apparel > Pants,110536,24834,Team Issued,0
Bikes > Apparel > Pants,110536,24837,Clothing Style,0
Bikes > Apparel > Shirts,110532,18785,Size,1
Bikes > Apparel > Shirts,110532,23041,Age Group,1
Bikes > Apparel > Shirts,110532,18787,Gender,0
Bikes > Apparel > Shirts,110532,22281,Color,0
Bikes > Apparel > Shirts,110532,24834,Team Issued,0
Bikes > Apparel > Shirts,110532,24837,Clothing Style,0
Bikes > Apparel > Shirts,110532,24132,Shirt Type,0
Bikes > Apparel > Shirts,110532,24869,Sleeve Length,0
Bikes > Apparel > Shorts,110530,18785,Size,1
Bikes > Apparel > Shorts,110530,23041,Age Group,1
Bikes > Apparel > Shorts,110530,18787,Gender,0
Bikes > Apparel > Shorts,110530,22281,Color,0
Bikes > Apparel > Shorts,110530,24834,Team Issued,0
Bikes > Apparel > Shorts,110530,24837,Clothing Style,0
Bikes > Apparel > Shorts,110530,24799,Short Type,0
Bikes > Apparel > Shorts,110530,24873,Length,0
Bikes > Apparel > Socks,110535,18785,Size,1
Bikes > Apparel > Socks,110535,23041,Age Group,1
Bikes > Apparel > Socks,110535,18787,Gender,0
Bikes > Apparel > Socks,110535,22281,Color,0
Bikes > Apparel > Socks,110535,24848,Number of Pairs,0
Bikes > Apparel > Socks,110535,24873,Length,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,18785,Size,1
Bikes > Apparel > Sweatshirts & Hoodies,110540,23041,Age Group,1
Bikes > Apparel > Sweatshirts & Hoodies,110540,18787,Gender,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,22281,Color,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,24834,Team Issued,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,24837,Clothing Style,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,24811,Type,0
Bikes > Apparel > Sweatshirts & Hoodies,110540,24844,Hooded,0
Bikes > Bags & Packs > Backpacks,110546,24078,Capacity (Liters),0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,23402,Wheel Size,0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,22998,Frame Size,0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,23417,Suspension,0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,23258,Year,0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,23517,Brake Type,0
Bikes > Complete Bikes > All Mountain & Enduro Bikes,110558,18787,Gender,0
Bikes > Complete Bikes > BMX Bikes,110552,23402,Wheel Size,0
Bikes > Complete Bikes > BMX Bikes,110552,22998,Frame Size,0
Bikes > Complete Bikes > BMX Bikes,110552,23258,Year,0
Bikes > Complete Bikes > BMX Bikes,110552,23517,Brake Type,0
Bikes > Complete Bikes > BMX Bikes,110552,18787,Gender,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,23402,Wheel Size,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,22998,Frame Size,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,23258,Year,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,23517,Brake Type,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,18787,Gender,0
Bikes > Complete Bikes > Cross Country (XC) Bikes,110556,23417,Suspension,0
Bikes > Complete Bikes > Cyclocross Bikes,110553,23402,Wheel Size,0
Bikes > Complete Bikes > Cyclocross Bikes,110553,22998,Frame Size,0
Bikes > Complete Bikes > Cyclocross Bikes,110553,23258,Year,0
Bikes > Complete Bikes > Cyclocross Bikes,110553,23517,Brake Type,0
Bikes > Complete Bikes > Cyclocross Bikes,110553,18787,Gender,0
"Bikes > Complete Bikes > Dj, Street & Park Bikes",110550,23402,Wheel Size,0
"Bikes > Complete Bikes > Dj, Street & Park Bikes",110550,22998,Frame Size,0
"Bikes > Complete Bikes > Dj, Street & Park Bikes",110550,23258,Year,0
"Bikes > Complete Bikes > Dj, Street & Park Bikes",110550,23517,Brake Type,0
"Bikes > Complete Bikes > Dj, Street & Park Bikes",110550,18787,Gender,0
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,22998,Frame Size,0
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,23402,Wheel Size,1
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,23258,Year,0
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,23517,Brake Type,0
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,18787,Gender,0
Bikes > Complete Bikes > Downhill (DH) Bikes,110555,23417,Suspension,0
Bikes > Complete Bikes > E-Bikes,110548,23402,Wheel Size,0
Bikes > Complete Bikes > E-Bikes,110548,22998,Frame Size,0
Bikes > Complete Bikes > E-Bikes,110548,23258,Year,0
Bikes > Complete Bikes > E-Bikes,110548,23517,Brake Type,0
Bikes > Complete Bikes > E-Bikes,110548,18787,Gender,0
Bikes > Complete Bikes > Fat Bikes,110551,23402,Wheel Size,0
Bikes > Complete Bikes > Fat Bikes,110551,22998,Frame Size,0
Bikes > Complete Bikes > Fat Bikes,110551,23258,Year,0
Bikes > Complete Bikes > Fat Bikes,110551,23517,Brake Type,0
Bikes > Complete Bikes > Fat Bikes,110551,18787,Gender,0
Bikes > Complete Bikes > Other Bikes,110549,23402,Wheel Size,0
Bikes > Complete Bikes > Other Bikes,110549,22998,Frame Size,0
Bikes > Complete Bikes > Other Bikes,110549,23258,Year,0
Bikes > Complete Bikes > Other Bikes,110549,23517,Brake Type,0
Bikes > Complete Bikes > Other Bikes,110549,18787,Gender,0
Bikes > Complete Bikes > Road Bikes,110138,23402,Wheel Size,0
Bikes > Complete Bikes > Road Bikes,110138,22998,Frame Size,0
Bikes > Complete Bikes > Road Bikes,110138,23258,Year,0
Bikes > Complete Bikes > Road Bikes,110138,23517,Brake Type,0
Bikes > Complete Bikes > Road Bikes,110138,18787,Gender,0
Bikes > Complete Bikes > Triathlon Bikes,110557,23402,Wheel Size,0
Bikes > Complete Bikes > Triathlon Bikes,110557,22998,Frame Size,0
Bikes > Complete Bikes > Triathlon Bikes,110557,23258,Year,0
Bikes > Complete Bikes > Triathlon Bikes,110557,23517,Brake Type,0
Bikes > Complete Bikes > Triathlon Bikes,110557,18787,Gender,0
Bikes > Drive Train > Brakes,110134,23351,Bike Type,0
Bikes > Drive Train > Brakes,110134,23511,Mount Type,0
Bikes > Drive Train > Brakes,110134,23517,Brake Type,0
Bikes > Drive Train > Derailleurs & Shifters,110139,23508,Placement,0
Bikes > Drive Train > Derailleurs & Shifters,110139,23351,Bike Type,0
Bikes > Drive Train > Handlebars,110128,23351,Bike Type,0
Bikes > Drive Train > Hubs,110538,23402,Wheel Size,1
Bikes > Drive Train > Hubs,110538,23351,Bike Type,0
Bikes > Drive Train > Pedals,110135,23351,Bike Type,0
Bikes > Drive Train > Pedals,110135,24297,Cleat Design,0
Bikes > Drive Train > Rims,110541,23402,Wheel Size,1
Bikes > Drive Train > Rims,110541,23351,Bike Type,0
Bikes > Drive Train > Seats & Seatposts,110137,23351,Bike Type,0
Bikes > Drive Train > Seats & Seatposts,110137,24301,Type,0
Bikes > Drive Train > Seats & Seatposts,110137,24304,Rail Material,0
Bikes > Drive Train > Stems & Headsets,110136,23351,Bike Type,0
Bikes > Drive Train > Tires,110539,23402,Wheel Size,1
Bikes > Drive Train > Tires,110539,23351,Bike Type,0
Bikes > Drive Train > Tubes,110537,23402,Wheel Size,1
Bikes > Drive Train > Tubes,110537,23351,Bike Type,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23402,Wheel Size,1
Bikes > Drive Train > Wheels & Wheelsets,110130,23258,Year,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23351,Bike Type,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23762,Material,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23878,Set or single,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23758,Tire Type,0
Bikes > Drive Train > Wheels & Wheelsets,110130,23768,Brake Compatibility,0
Bikes > Footwear,110141,18785,Size,1
Bikes > Footwear,110141,23351,Bike Type,0
Bikes > Footwear,110141,18787,Gender,0
Bikes > Footwear,110141,24297,Cleat Design,0
Bikes > Frames > All Mountain & Enduro Bike Frames,110561,22998,Frame Size,0
Bikes > Frames > All Mountain & Enduro Bike Frames,110561,23258,Year,0
Bikes > Frames > All Mountain & Enduro Bike Frames,110561,23517,Brake Type,0
Bikes > Frames > All Mountain & Enduro Bike Frames,110561,23417,Suspension,0
Bikes > Frames > All Mountain & Enduro Bike Frames,110561,18787,Gender,0
Bikes > Frames > BMX Bike Frames,110566,22998,Frame Size,0
Bikes > Frames > BMX Bike Frames,110566,23258,Year,0
Bikes > Frames > BMX Bike Frames,110566,23517,Brake Type,0
Bikes > Frames > BMX Bike Frames,110566,18787,Gender,0
Bikes > Frames > Cross Country (XC) Bike Frames,110563,22998,Frame Size,0
Bikes > Frames > Cross Country (XC) Bike Frames,110563,23258,Year,0
