catname,cID,mID,field,required
Women's Lacrosse > Apparel > Jerseys,110239,24837,Clothing Style,0
Women's Lacrosse > Apparel > Jerseys,110239,24115,Jersey Type,0
Women's Lacrosse > Apparel > Jerseys,110239,18787,Gender,0
Women's Lacrosse > Apparel > Pants,110208,22281,Color,0
Women's Lacrosse > Apparel > Pants,110208,18785,Size,1
Women's Lacrosse > Apparel > Pants,110208,23041,Age Group,1
Women's Lacrosse > Apparel > Pants,110208,24834,Team Issued,0
Women's Lacrosse > Apparel > Pants,110208,24837,Clothing Style,0
Women's Lacrosse > Apparel > Pants,110208,18787,Gender,0
Women's Lacrosse > Apparel > Pants,110208,24803,Pant Type,0
Women's Lacrosse > Apparel > Shirts,110205,22281,Color,0
Women's Lacrosse > Apparel > Shirts,110205,18785,Size,1
Women's Lacrosse > Apparel > Shirts,110205,23041,Age Group,1
Women's Lacrosse > Apparel > Shirts,110205,24834,Team Issued,0
Women's Lacrosse > Apparel > Shirts,110205,24837,Clothing Style,0
Women's Lacrosse > Apparel > Shirts,110205,18787,Gender,0
Women's Lacrosse > Apparel > Shirts,110205,24132,Shirt Type,0
Women's Lacrosse > Apparel > Shirts,110205,24869,Sleeve Length,0
Women's Lacrosse > Apparel > Shorts,110206,22281,Color,0
Women's Lacrosse > Apparel > Shorts,110206,18785,Size,1
Women's Lacrosse > Apparel > Shorts,110206,23041,Age Group,1
Women's Lacrosse > Apparel > Shorts,110206,24834,Team Issued,0
Women's Lacrosse > Apparel > Shorts,110206,24837,Clothing Style,0
Women's Lacrosse > Apparel > Shorts,110206,18787,Gender,0
Women's Lacrosse > Apparel > Shorts,110206,24799,Short Type,0
Women's Lacrosse > Apparel > Shorts,110206,24873,Length,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,22281,Color,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,18785,Size,1
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,23041,Age Group,1
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,24834,Team Issued,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,24837,Clothing Style,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,24811,Type,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,24844,Hooded,0
Women's Lacrosse > Apparel > Sweatshirts & Hoodies,110209,18787,Gender,0
Women's Lacrosse > Footwear,110150,18785,Size,1
Women's Lacrosse > Footwear,110150,22281,Color,0
Women's Lacrosse > Footwear,110150,23850,Type,0
Women's Lacrosse > Footwear,110150,18787,Gender,0
Women's Lacrosse > Footwear,110150,23864,Cleat Height,0
Women's Lacrosse > Gloves,110144,23867,Position,1
Women's Lacrosse > Goalie > Goalie Chest Protection,110198,18785,Size,1
Women's Lacrosse > Goalie > Goalie Gloves,110202,23189,Size,1
Women's Lacrosse > Goalie > Goalie Heads,110196,23108,Strung / Unstrung,1
Women's Lacrosse > Goggles & Headgear > Helmets,110207,23041,Age Group,1
Women's Lacrosse > Lacrosse Balls,110197,24679,Number of Balls,0
Women's Lacrosse > Sticks > Complete Sticks,110145,23867,Position,0
Women's Lacrosse > Sticks > Heads,110146,23867,Position,0
Women's Lacrosse > Sticks > Heads,110146,23108,Strung / Unstrung,1
